Position,EIN,Organization Name_CLEAN,Space Name,Street,Street 2,City,State,Zip,Contact Name,Contact Title,Contact Email,Parent Organization Website,County,Address,isMultiple,old_lat,old_lon,Check,LAT,LON
1478,311621137,Northern California Dance Collective,Space 1,1442 A Walnut St,254,Berkeley,CA,94709,,,,,Alameda,"1442 A Walnut St, Berkeley, CA, 94709",Single Space,37.8810073,-122.2683544,not,37.8810073,-122.2683544
1479,261151794,Northern California Hsinchu High Alumni Association,Space 1,10 Stanton Ct,,Danville,CA,94506,,,,,Contra Costa,"10 Stanton Ct, Danville, CA, 94506",Single Space,37.798818,-121.9287393,not,37.798818,-121.9287393
1480,260493232,Northern California Jewish Sports Hall Of Fame,Space 1,54 Fernwood Dr,,San Francisco,CA,94127,,,,,San Francisco,"54 Fernwood Dr, San Francisco, CA, 94127",Single Space,37.7335688,-122.4612926,not,37.7335688,-122.4612926
1481,946088122,Northern California Latvian Assn,Space 1,425 Hoffman Ave,,San Francisco,CA,94114,,,,,San Francisco,"425 Hoffman Ave, San Francisco, CA, 94114",Single Space,37.7504723,-122.4402541,not,37.7504723,-122.4402541
1482,943256194,Northern California Lindy Society,Space 1,810 41St Ave,,San Francisco,CA,94121,,,,,San Francisco,"810 41St Ave, San Francisco, CA, 94121",Single Space,37.7733884,-122.5011784,not,37.7733884,-122.5011784
1483,680071119,Northern California Mineralogical Association,Space 1,803 Orion,Apt 2,Hercules,CA,94547,,,,,Contra Costa,"803 Orion, Hercules, CA, 94547",Single Space,38.0137956,-122.2861236,not,38.0137956,-122.2861236
1484,943174349,"Northern California Music & Art Culture Center,.",Space 1,3120 Geary Blvd,,San Francisco,CA,94118,,,,,San Francisco,"3120 Geary Blvd, San Francisco, CA, 94118",Single Space,37.7821063,-122.4526261,not,37.7821063,-122.4526261
1485,271505060,Northern California Society Of Botanical Artists,Space 1,1556 Fernwood Dr,,Oakland,CA,94611,,,,,Alameda,"1556 Fernwood Dr, Oakland, CA, 94611",Single Space,37.8337006,-122.216336,not,37.8337006,-122.216336
1486,273587311,Northern California Tamu Samajorporation,Space 1,321 S 19Th St,,Richmond,CA,94804,,,,,Contra Costa,"321 S 19Th St, Richmond, CA, 94804",Single Space,37.9275993,-122.3514986,not,37.9275993,-122.3514986
1487,273398867,Northern California Viola Society,Space 1,724 Brunswick St,,San Francisco,CA,94112,,,,,San Francisco,"724 Brunswick St, San Francisco, CA, 94112",Single Space,37.70906832,-122.44841,not,37.70906832,-122.44841
1488,680450910,Northgate Choral Music Boosters,Space 1,425 Castle Rock Rd,,Walnut Creek,CA,94598,,,,,Contra Costa,"425 Castle Rock Rd, Walnut Creek, CA, 94598",Single Space,37.9085826,-122.0096044,not,37.9085826,-122.0096044
1489,,Norton Factory Studios,Space 1,3094 E. 10th St,,Oakland,CA,94601,Christopher Nickel,Studio Manager,christopher@nortonfactorystudios.com,http://nortonfactorystudios.com/,Alameda,"3094 E. 10th St, Oakland, CA, 94601",Single Space,37.77592461,-122.2280096,not,37.77592461,-122.2280096
1490,753042058,"Not Quite Opera Productions,.",Space 1,2591 33Rd Ave,#502,San Francisco,CA,94116,,,,,San Francisco,"2591 33Rd Ave, San Francisco, CA, 94116",Single Space,37.7388653,-122.4906931,not,37.7388653,-122.4906931
1491,834368057,Notes For Change,Space 1,3738 Delmont Ave,,Oakland,CA,94605,,,,,Alameda,"3738 Delmont Ave, Oakland, CA, 94605",Single Space,37.7772227,-122.1755669,not,37.7772227,-122.1755669
1492,850926392,Nritanjali Foundation,Space 1,5018 Mowry Ave,,Fremont,CA,94538,,,,,Alameda,"5018 Mowry Ave, Fremont, CA, 94538",Single Space,37.5351736,-121.997922,not,37.5351736,-121.997922
1493,262815965,Nusku Arts,Space 1,7106 Sayre Dr,,Oakland,CA,94611,,,,,Alameda,"7106 Sayre Dr, Oakland, CA, 94611",Single Space,37.8330004,-122.1948561,not,37.8330004,-122.1948561
1494,824946842,Oakland African American Playhouse,Space 1,2855 Birdsall Ave,,Oakland,CA,94619,,,,,Alameda,"2855 Birdsall Ave, Oakland, CA, 94619",Single Space,37.7768284,-122.1923639,not,37.7768284,-122.1923639
1495,611786890,Oakland Art Association,Space 1,1584 Webb Ln,,Walnut Creek,CA,94595,,,,,Contra Costa,"1584 Webb Ln, Walnut Creek, CA, 94595",Single Space,37.8869667,-122.0583776,not,37.8869667,-122.0583776
1496,942956048,Oakland Asian Cultural Center,"1 Location, Multiple Spaces",388 9th St,Suite 290,Oakland,CA,94607,Lucas Maciel,Events Manager,lmaciel@oacc.cc,http://oacc.cc,Alameda,"1 Location, Multiple Spaces <br> 388 9th St, Oakland, CA, 94607",Multiple Spaces,37.8003531,-122.2713788,not,37.8003531,-122.2713788
1497,943395450,Oakland Ballet Company,Space 1,2201 Broadway,Ste Ll17,Oakland,CA,94612,,,,,Alameda,"2201 Broadway, Oakland, CA, 94612",Single Space,37.8112042,-122.2674942,not,37.8112042,-122.2674942
1498,,Oakland Ballet School,Space 1,2968 MacArthur Blvd,,Oakland,CA,94602,Denise Schmalle,Associate Artistic Director,contact@oaklandballetschool.com,http://www.oaklandballetschool.com,Alameda,"2968 MacArthur Blvd, Oakland, CA, 94602",Single Space,37.7978258,-122.2052769,not,37.7978258,-122.2052769
1499,900176295,Oakland Black Cowboy Association,Space 1,10330 Greenview Dr,,Oakland,CA,94605,,,,,Alameda,"10330 Greenview Dr, Oakland, CA, 94605",Single Space,37.7590273,-122.1374433,not,37.7590273,-122.1374433
1500,364768544,Oakland City Chorus,Space 1,1148 Walnut St,,Berkeley,CA,94707,,,,,Alameda,"1148 Walnut St, Berkeley, CA, 94707",Single Space,37.8864338,-122.2692596,not,37.8864338,-122.2692596
1501,853568261,Oakland Civic Orchestra Association,Space 1,1106 Park Ave,Apt 5,Alameda,CA,94501,,,,,Alameda,"1106 Park Ave, Alameda, CA, 94501",Single Space,37.7579293,-122.2459984,not,37.7579293,-122.2459984
1502,943205015,Oakland Dance,Space 1,1831 Solano Ave,,Berkeley,CA,94707,,,,,Alameda,"1831 Solano Ave, Berkeley, CA, 94707",Single Space,37.8916612,-122.2790667,not,37.8916612,-122.2790667
1503,270720655,Oakland Digital Arts and Literacy Center,Space 1,1224 Harrison Street,,Oakland,CA,94612,,,,,Alameda,"1224 Harrison Street, Oakland, CA, 94612",Single Space,37.80169107,-122.2683578,not,37.80169107,-122.2683578
1504,202489472,Oakland East Bay Gay Mens Chorus,Space 1,360 Grand Ave,Pmb 103,Oakland,CA,94610,,,,,Alameda,"360 Grand Ave, Oakland, CA, 94610",Single Space,37.8090053,-122.2555433,not,37.8090053,-122.2555433
1505,943246554,Oakland Fund for the Arts,Space 1,3871 Piedmont Ave,#11,Oakland,CA,94611,,,,http://www.artsforoaklandkids.org,Alameda,"3871 Piedmont Ave, Oakland, CA, 94611",Single Space,37.82481144,-122.2546926,not,37.82481144,-122.2546926
1506,942719035,Oakland Heritage Alliance,Space 1,446 17th Street,Suite 301,Oakland,CA,94612,,,,,Alameda,"446 17th Street, Oakland, CA, 94612",Single Space,37.8066414,-122.2692328,not,37.8066414,-122.2692328
1507,943123450,Oakland Interfaith Gospel Choir,Space 1,1212 Preservation Park Way,#200,Oakland,CA,94612,,,,www.oigc.org,Alameda,"1212 Preservation Park Way , Oakland, CA, 94612",Single Space,37.805177,-122.277367,not,37.805177,-122.277367
1508,922801544,Oakland Kendo Dojo,Space 1,33 Bryan Ct,,Alamo,CA,94507,,,,,Contra Costa,"33 Bryan Ct, Alamo, CA, 94507",Single Space,37.857155,-121.977746,not,37.857155,-121.977746
1509,320303587,Oakland Pride,Space 1,18332 Lake Chabot Rd,,Castro Valley,CA,94546,,,,,Alameda,"18332 Lake Chabot Rd, Castro Valley, CA, 94546",Single Space,37.7121906,-122.0962918,not,37.7121906,-122.0962918
1510,432014630,Oakland Public Education Fund,Space 1,520 3rd Street,Ste109,Oakland,CA,94607,,,,www.youthbeat.org,Alameda,"520 3rd Street, Oakland, CA, 94607",Single Space,37.797862,-122.277506,not,37.797862,-122.277506
1511,883527587,Oakland Roots & Soul Foundation,Space 1,2744 East 11Th St,Ste K01,Oakland,CA,94601,,,,,Alameda,"2744 East 11Th St, Oakland, CA, 94601",Single Space,37.7786576,-122.2335601,not,37.7786576,-122.2335601
1512,874766131,Oakland Scottish Rite Historical Foundation,Space 1,1547 Lakeside Dr,,Oakland,CA,94612,,,,,Alameda,"1547 Lakeside Dr, Oakland, CA, 94612",Single Space,37.8030356,-122.2624073,not,37.8030356,-122.2624073
1513,,Oakland Venue Management,Space 1,300 Lakeside Dr,,Oakland,CA,94612,Patrick Plendenen,Sales Manager,info@kaisercenterevents.com,http://www.Oaklandvm.com,Alameda,"300 Lakeside Dr, Oakland, CA, 94612",Single Space,37.8089364,-122.2646923,not,37.8089364,-122.2646923
1514,475378165,Oakland Wine Festival And Foundation,Space 1,1354 Barrows Rd,Suite 101,Oakland,CA,94610,,,,,Alameda,"1354 Barrows Rd, Oakland, CA, 94610",Single Space,37.8077737,-122.2274493,not,37.8077737,-122.2274493
1515,942535518,Oakland Youth Chorus,Space 1,685 14th St,,Oakland,CA,94612,,,,www.oaklandyouthchorus.org,Alameda,"685 14th St, Oakland, CA, 94612",Single Space,37.8063038,-122.2769159,not,37.8063038,-122.2769159
1516,510172721,Oakland Youth Orchestra,Space 1,1440 Broadway,#405,Oakland,CA,94612,,,,,Alameda,"1440 Broadway, Oakland, CA, 94612",Single Space,37.8047111,-122.2705568,not,37.8047111,-122.2705568
1517,384133258,Oaklash,Space 1,1540 Jackson St,Apt 113,Oakland,CA,94612,,,,,Alameda,"1540 Jackson St, Oakland, CA, 94612",Single Space,37.8036788,-122.2637387,not,37.8036788,-122.2637387
1518,,Oakstop,"Space, 1, 2",Community Space) 1721 Broadway. Community Space) 2323 Broadway,,Oakland,CA,94612,,,info@oakstop.com,http://www.oakstop.com,Alameda,"Community Space) 1721 Broadway. <br> Community Space) 2323 Broadway <br> Oakland, CA, 94612",Multiple Spaces,37.80680989,-122.2697629,not,37.80680989,-122.2697629
1519,862239811,Oakstop Alliance,Space 1,1736 Franklin St,Suite 305,Oakland,CA,94612,,,,,Alameda,"1736 Franklin St, Oakland, CA, 94612",Single Space,37.8067319,-122.2677184,not,37.8067319,-122.2677184
1520,943265018,Oaktown Jazz Workshops,Space 1,55 Washington St,,Oakland,CA,94607,,,,www.oaktown-jazz.org,Alameda,"55 Washington St, Oakland, CA, 94607",Single Space,37.79601963,-122.2779994,not,37.79601963,-122.2779994
1521,882184011,Oasis Arts,Space 1,298 11Th St,,San Francisco,CA,94103,,,,,San Francisco,"298 11Th St, San Francisco, CA, 94103",Single Space,37.7718866,-122.4143872,not,37.7718866,-122.4143872
1522,341191163,Oberlin Dance Collective,Space 1,351 Shotwell St,,San Francisco,CA,94110,,,,www.odcdance.org,San Francisco,"351 Shotwell St, San Francisco, CA, 94110",Single Space,37.7628225,-122.4161061,not,37.7628225,-122.4161061
1523,872132747,Obraa,Space 1,1700 Van Ness Ave,1180,San Francisco,CA,94109,,,,,San Francisco,"1700 Van Ness Ave, San Francisco, CA, 94109",Single Space,37.79132309,-122.4223459,not,37.79132309,-122.4223459
1524,871681080,Oceanubators,Space 1,1507 Ocean Ave,,San Francisco,CA,94112,,,,,San Francisco,"1507 Ocean Ave, San Francisco, CA, 94112",Single Space,37.724101,-122.4584436,not,37.724101,-122.4584436
1525,943372711,ODC Theater,"1 Location, Multiple Spaces",3153 17th St,entrance on Shotwell Street,San Francisco,CA,94110,Nick Wagner,Studio Rentals Coordinator,studiorentals@odcdance.org,http://odcdance.org/,San Francisco,"1 Location, Multiple Spaces <br> 3153 17th St, San Francisco, CA, 94110",Multiple Spaces,37.7633888,-122.4164473,not,37.7633888,-122.4164473
1526,,Oddball Films,Space 1,275 Capp St,,San Francisco,CA,94110,Stephen Parr,Director,info@oddballfilm.com,http://www.oddballfilm.com,San Francisco,"275 Capp St, San Francisco, CA, 94110",Single Space,37.7622986,-122.4179396,not,37.7622986,-122.4179396
1527,473759001,Official Committee Of French-American Organizations,Space 1,1345 Bush St,,San Francisco,CA,94109,,,,,San Francisco,"1345 Bush St, San Francisco, CA, 94109",Single Space,37.7885474,-122.4193671,not,37.7885474,-122.4193671
1528,,Ohlone College Smith Center,Space 1,43600 Mission Blvd,SC-22,Fremont,CA,94539,Christopher Booras,Director of Theatre Operations,cbooras@ohlone.edu,http://smithcenter.com,Alameda,"43600 Mission Blvd, Fremont, CA, 94539",Single Space,37.5276375,-121.9162801,not,37.5276375,-121.9162801
1529,942898233,Old First Concerts,Space 1,1754 Sacramento St,,San Francisco,CA,94109,,,,www.oldfirstconcerts.org,San Francisco,"1754 Sacramento St, San Francisco, CA, 94109",Single Space,37.79143555,-122.4217126,not,37.79143555,-122.4217126
1530,844279623,Omca Town Square,Space 1,1000 Oak St,,Oakland,CA,94607,,,,,Alameda,"1000 Oak St, Oakland, CA, 94607",Single Space,37.7979839,-122.261606,not,37.7979839,-122.261606
1531,464109670,Omni Commons,Space 1,4799 Shattuck Avenue,,Oakland,CA,94609,,,,,Alameda,"4799 Shattuck Avenue, Oakland, CA, 94609",Single Space,37.8350044,-122.264125,not,37.8350044,-122.264125
1532,813230514,Omnidawn Publishingorporated,Space 1,2200 Adeline St,Ste 150,Oakland,CA,94607,,,,,Alameda,"2200 Adeline St, Oakland, CA, 94607",Single Space,37.8158936,-122.2832583,not,37.8158936,-122.2832583
1533,271267824,Omnira Institute,Space 1,2277 International Blvd,,Oakland,CA,94606,,,,www.omnirainsitute.org,Alameda,"2277 International Blvd, Oakland, CA, 94606",Single Space,37.7836423,-122.2363747,not,37.7836423,-122.2363747
1534,,OMpower,Space 1,66 Townsend,,San Francisco,CA,94107,Devine Hardy,"Director of Operations, Artistic Director OMdance",devine@ompowersf.com,http://www.ompowersf.com,San Francisco,"66 Townsend, San Francisco, CA, 94107",Single Space,37.7811382,-122.3899307,not,37.7811382,-122.3899307
1535,810688376,One Found Sound,Space 1,7 Heron St,,San Francisco,CA,94103,,,,http://www.onefoundsound.org,San Francisco,"7 Heron St, San Francisco, CA, 94103",Single Space,37.7745867,-122.4082901,not,37.7745867,-122.4082901
1536,943343766,Oneheart Productions,Space 1,250 Page St,Apt 12,San Francisco,CA,94102,,,,,San Francisco,"250 Page St, San Francisco, CA, 94102",Single Space,37.77402956,-122.4249073,not,37.77402956,-122.4249073
1537,871924081,Oneness Projects,Space 1,4 Commodore Dr,Unit 221,Emeryville,CA,94608,,,,,Alameda,"4 Commodore Dr, Emeryville, CA, 94608",Single Space,37.8393054,-122.3051915,not,37.8393054,-122.3051915
1538,463725724,Onevet Onevoice,Space 1,1728 Ocean Ave,369,San Francisco,CA,94102,,,,,San Francisco,"1728 Ocean Ave, San Francisco, CA, 94102",Single Space,37.7253565,-122.460641,not,37.7253565,-122.460641
1539,731649335,Ongdance Company,Space 1,1362 Post St,,San Francisco,CA,94109,,,,,San Francisco,"1362 Post St, San Francisco, CA, 94109",Single Space,37.78651,-122.4246436,not,37.78651,-122.4246436
1540,942997124,Onstage Repertory Theater,Space 1,636 Ward St,,Martinez,CA,94553,,,,,Contra Costa,"636 Ward St, Martinez, CA, 94553",Single Space,38.0163925,-122.1362804,not,38.0163925,-122.1362804
1541,264312908,Openhood,Space 1,31 Fairview Ave,,Piedmont,CA,94610,,,,,Alameda,"31 Fairview Ave, Piedmont, CA, 94610",Single Space,37.8207699,-122.2429342,not,37.8207699,-122.2429342
1542,550895590,Opera Academy Of California,Space 1,5025 Diamond Heights Blvd,,San Francisco,CA,94131,,,,,San Francisco,"5025 Diamond Heights Blvd, San Francisco, CA, 94131",Single Space,37.74667862,-122.4432166,not,37.74667862,-122.4432166
1543,943384153,Options Recovery Services,Space 1,1835 Allston Way,,Berkeley,CA,94704,,,,,Alameda,"1835 Allston Way, Berkeley, CA, 94704",Single Space,37.86861349,-122.2745861,not,37.86861349,-122.2745861
1544,943138074,Orches,Space 1,2736 26th Ave,,Oakland,CA,94601,,,,,Alameda,"2736 26th Ave, Oakland, CA, 94601",Single Space,37.7920717,-122.2216437,not,37.7920717,-122.2216437
1545,237186048,Order Of The Founders & Patriots Of America,Space 1,16123 Paseo Del Campo,,San Lorenzo,CA,94580,,,,,Alameda,"16123 Paseo Del Campo, San Lorenzo, CA, 94580",Single Space,37.6753678,-122.1325922,not,37.6753678,-122.1325922
1546,883108090,Orient Orchestra Corporation,Space 1,2001 Omega Rd,Ste 216,San Ramon,CA,94583,,,,,Contra Costa,"2001 Omega Rd, San Ramon, CA, 94583",Single Space,37.7843147,-121.9828015,not,37.7843147,-121.9828015
1547,472055055,Origin Projectorporated,Space 1,2121 Vallejo St,,San Francisco,CA,94123,,,,,San Francisco,"2121 Vallejo St, San Francisco, CA, 94123",Single Space,37.7953027,-122.4322404,not,37.7953027,-122.4322404
1548,,Orinda Arts in Public Places Commission,Space 1,28 Orinda Way,,Orinda,CA,94563,,,,,Contra Costa,"28 Orinda Way, Orinda, CA, 94563",Single Space,37.88120741,-122.186413,not,37.88120741,-122.186413
1549,237050052,Orinda Community Center,Space 1,28 Orinda Way,,Orinda,CA,94563,,,,,Contra Costa,"28 Orinda Way, Orinda, CA, 94563",Single Space,37.88120741,-122.186413,ok,37.8811196,-122.1864204
1550,900275620,Orinda Starlight Village Players,Space 1,28 Orinda Way,,Orinda,CA,94563,,,,,Contra Costa,"28 Orinda Way, Orinda, CA, 94563",Single Space,37.88120741,-122.186413,ok,37.88116189,-122.1863738
1551,821505177,Orly Museum Of Hungarian Culture,Space 1,1025 Arlington Blvd,,El Cerrito,CA,94530,,,,,Contra Costa,"1025 Arlington Blvd, El Cerrito, CA, 94530",Single Space,37.9209966,-122.2905765,not,37.9209966,-122.2905765
1552,942728116,Other Minds,Space 1,55 Taylor St,,San Francisco,CA,94102,,,,www.otherminds.org,San Francisco,"55 Taylor St, San Francisco, CA, 94102",Single Space,37.7828326,-122.4108502,not,37.7828326,-122.4108502
1553,842917095,Our True North,Space 1,4400 Keller Ave,Ste 138,Oakland,CA,94605,,,,,Alameda,"4400 Keller Ave, Oakland, CA, 94605",Single Space,37.7726177,-122.1449408,not,37.7726177,-122.1449408
1554,731664874,OX.,Space 1,498 Natoma,,San Francisco,CA,94103,,,,,San Francisco,"498 Natoma, San Francisco, CA, 94103",Single Space,37.7803778,-122.4075761,not,37.7803778,-122.4075761
1555,611753727,Paccin - Preparation Art Handling And Collections Care Information N,Space 1,3924 Market St,,Oakland,CA,94608,,,,,Alameda,"3924 Market St, Oakland, CA, 94608",Single Space,37.8302155,-122.2736287,not,37.8302155,-122.2736287
1556,471661379,Pacific Atrocities Education,Space 1,1693 Polk St,Ste 1070,San Francisco,CA,94109,,,,,San Francisco,"1693 Polk St, San Francisco, CA, 94109",Single Space,37.7922154,-122.4212824,not,37.7922154,-122.4212824
1557,943310468,Pacific Boychoir Academy,Space 1,215 Ridgeway Ave,,Oakland,CA,94611,,,,,Alameda,"215 Ridgeway Ave, Oakland, CA, 94611",Single Space,37.828988,-122.2529381,not,37.828988,-122.2529381
1558,943105631,Pacific Chamber Orchestra,Space 1,2145 Donald Dr,Apt 12,Moraga,CA,94556,,,,,Contra Costa,"2145 Donald Dr, Moraga, CA, 94556",Single Space,37.8535055,-122.1263522,not,37.8535055,-122.1263522
1559,272255460,Pacific Choir,Space 1,231 Market Place,180,San Ramon,CA,94583,,,,,Contra Costa,"231 Market Place, San Ramon, CA, 94583",Single Space,37.7633545,-121.9498607,not,37.7633545,-121.9498607
1560,770196199,Pacific Coast Farmers' Market Association,Space 1,5060 Commercial Cir,,Concord,CA,94520,,,,,Contra Costa,"5060 Commercial Cir, Concord, CA, 94520",Single Space,38.0178211,-122.0314322,not,38.0178211,-122.0314322
1561,510522856,Pacific Coast Immigration Museum,Space 1,201 California St,Ste 411,San Francisco,CA,94111,,,,,San Francisco,"201 California St, San Francisco, CA, 94111",Single Space,37.7929974,-122.3990435,not,37.7929974,-122.3990435
1562,942783909,Pacific Edge Voices,Space 1,592 The Alameda,,Berkeley,CA,94707,,,,,Alameda,"592 The Alameda, Berkeley, CA, 94707",Single Space,37.8976949,-122.2817204,not,37.8976949,-122.2817204
1563,273588146,Pacific Masterworks Chorus,Space 1,260 Royal Palm Pl,,Danville,CA,94526,,,,,Contra Costa,"260 Royal Palm Pl, Danville, CA, 94526",Single Space,37.8001651,-121.9705341,not,37.8001651,-121.9705341
